Device Time, Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Mass Air Flow Rate(g/s),Throttle Position(Manifold)(%),Timing Advance(°)
31-maj-2017 08:19:11.397,15.85920429,877.25,4.25,2.74509811,7.5
31-maj-2017 08:19:11.495,15.85920429,877.25,4.25,2.35294127,7.5
31-maj-2017 08:19:11.598,15.85920429,877.25,4.25,2.35294127,7.5
31-maj-2017 08:19:11.696,15.85920429,877.25,4.25,2.35294127,7.5
31-maj-2017 08:19:11.798,14.94404316,877.25,4.25,2.35294127,7.5
31-maj-2017 08:19:11.896,14.94404316,877.25,4.75,2.35294127,7.5
31-maj-2017 08:19:11.995,14.94404316,877.25,4.75,2.35294127,7.5
31-maj-2017 08:19:12.097,14.94404316,767,4.75,2.35294127,7.5
31-maj-2017 08:19:12.198,14.94404316,767,4.75,2.35294127,7.5
31-maj-2017 08:19:12.303,14.94404316,767,4.75,2.35294127,12
31-maj-2017 08:19:12.396,14.94404316,767,4.75,6.66666698,12
31-maj-2017 08:19:12.496,14.94404316,767,4.75,6.66666698,12
31-maj-2017 08:19:12.596,14.94404316,767,4.75,6.66666698,12
31-maj-2017 08:19:12.699,15.14143085,767,4.75,6.66666698,12
31-maj-2017 08:19:12.795,15.14143085,767,4.75,6.66666698,12
31-maj-2017 08:19:12.895,15.14143085,767,9,6.66666698,12
31-maj-2017 08:19:12.998,15.14143085,767,9,6.66666698,12
31-maj-2017 08:19:13.098,15.14143085,962,9,6.66666698,12
31-maj-2017 08:19:13.195,15.14143085,962,9,6.66666698,12
31-maj-2017 08:19:13.297,15.14143085,962,9,6.66666698,12
31-maj-2017 08:19:13.395,15.14143085,962,9,10.58823586,12
31-maj-2017 08:19:13.495,15.14143085,962,9,10.58823586,12
31-maj-2017 08:19:13.597,15.14143085,962,9,10.58823586,12
31-maj-2017 08:19:13.697,16.87485313,962,9,10.58823586,12
31-maj-2017 08:19:13.797,16.87485313,962,9,10.58823586,12
31-maj-2017 08:19:13.896,16.87485313,962,13.5,10.58823586,12
31-maj-2017 08:19:13.997,16.87485313,1173,13.5,10.58823586,12
31-maj-2017 08:19:14.097,16.87485313,1173,13.5,10.58823586,12
31-maj-2017 08:19:14.197,16.87485313,1173,13.5,10.58823586,15
31-maj-2017 08:19:14.297,16.87485313,1173,13.5,9.8039217,15
31-maj-2017 08:19:14.396,16.87485313,1173,13.5,9.8039217,15
31-maj-2017 08:19:14.496,16.87485313,1173,13.5,9.8039217,15
31-maj-2017 08:19:14.598,12.72253418,1173,13.5,9.8039217,15
31-maj-2017 08:19:14.698,12.72253418,1173,13.5,9.8039217,15
31-maj-2017 08:19:14.797,12.72253418,1173,12.25,9.8039217,15
31-maj-2017 08:19:14.897,12.72253418,1173,12.25,9.8039217,15
31-maj-2017 08:19:14.995,12.72253418,1379.75,12.25,9.8039217,15
31-maj-2017 08:19:15.097,12.72253418,1379.75,12.25,9.8039217,17
31-maj-2017 08:19:15.197,12.72253418,1379.75,12.25,9.8039217,17
31-maj-2017 08:19:15.298,12.72253418,1379.75,12.25,7.45098066,17
31-maj-2017 08:19:15.396,12.72253418,1379.75,12.25,7.45098066,17
31-maj-2017 08:19:15.495,12.72253418,1379.75,12.25,7.45098066,17
31-maj-2017 08:19:15.595,14.6784668,1379.75,12.25,7.45098066,17
31-maj-2017 08:19:15.697,14.6784668,1379.75,12.25,7.45098066,17
31-maj-2017 08:19:15.797,14.6784668,1379.75,10.75,7.45098066,17
31-maj-2017 08:19:15.897,14.6784668,1460,10.75,7.45098066,17
31-maj-2017 08:19:15.996,14.6784668,1460,10.75,7.45098066,17
31-maj-2017 08:19:16.096,14.6784668,1460,10.75,7.45098066,18
31-maj-2017 08:19:16.197,14.6784668,1460,10.75,7.05882359,18
31-maj-2017 08:19:16.297,14.6784668,1460,10.75,7.05882359,18
31-maj-2017 08:19:16.397,14.6784668,1460,10.75,7.05882359,18
31-maj-2017 08:19:16.496,14.7968998,1460,10.75,7.05882359,18
31-maj-2017 08:19:16.596,14.7968998,1460,10.75,7.05882359,18
31-maj-2017 08:19:16.697,14.7968998,1460,10.25,7.05882359,18
31-maj-2017 08:19:16.798,14.7968998,1525.25,10.25,7.05882359,18
31-maj-2017 08:19:16.896,14.7968998,1525.25,10.25,7.05882359,18
31-maj-2017 08:19:16.996,14.7968998,1525.25,10.25,7.05882359,18.5
31-maj-2017 08:19:17.098,14.7968998,1525.25,10.25,7.05882359,18.5
31-maj-2017 08:19:17.196,14.7968998,1525.25,10.25,5.49019623,18.5
31-maj-2017 08:19:17.297,14.7968998,1525.25,10.25,5.49019623,18.5
31-maj-2017 08:19:17.397,14.7968998,1525.25,10.25,5.49019623,18.5
31-maj-2017 08:19:17.496,13.35058594,1525.25,10.25,5.49019623,18.5
31-maj-2017 08:19:17.596,13.35058594,1525.25,8,5.49019623,18.5
31-maj-2017 08:19:17.698,13.35058594,1525.25,8,5.49019623,18.5
31-maj-2017 08:19:17.796,13.35058594,1521.25,8,5.49019623,18.5
31-maj-2017 08:19:17.899,13.35058594,1521.25,8,5.49019623,18.5
31-maj-2017 08:19:17.998,13.35058594,1521.25,8,5.49019623,18.5
31-maj-2017 08:19:18.098,13.35058594,1521.25,8,4.70588255,18.5
31-maj-2017 08:19:18.197,13.35058594,1521.25,8,4.70588255,18.5
31-maj-2017 08:19:18.298,13.35058594,1521.25,8,4.70588255,18.5
31-maj-2017 08:19:18.397,13.35058594,1521.25,8,4.70588255,18.5
31-maj-2017 08:19:18.496,14.94404316,1521.25,8,4.70588255,18.5
31-maj-2017 08:19:18.596,14.94404316,1521.25,7.5,4.70588255,18.5
31-maj-2017 08:19:18.697,14.94404316,1521.25,7.5,4.70588255,18.5
31-maj-2017 08:19:18.797,14.94404316,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:18.898,14.94404316,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:18.996,14.94404316,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:19.096,14.94404316,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:19.196,14.94404316,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:19.298,14.94404316,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:19.396,15.59721661,1483,7.5,4.70588255,18.5
31-maj-2017 08:19:19.495,15.59721661,1483,7.75,4.70588255,18.5
31-maj-2017 08:19:19.596,15.59721661,1483,7.75,4.70588255,18.5
31-maj-2017 08:19:19.696,15.59721661,1435.25,7.75,4.70588255,18.5
31-maj-2017 08:19:19.798,15.59721661,1435.25,7.75,4.70588255,18.5
31-maj-2017 08:19:19.898,15.59721661,1435.25,7.75,4.70588255,18
31-maj-2017 08:19:19.996,15.59721661,1435.25,7.75,5.09803915,18
31-maj-2017 08:19:20.096,15.59721661,1435.25,7.75,5.09803915,18
31-maj-2017 08:19:20.198,15.59721661,1435.25,7.75,5.09803915,18
31-maj-2017 08:19:20.296,14.91892147,1435.25,7.75,5.09803915,18
31-maj-2017 08:19:20.396,14.91892147,1435.25,7.75,5.09803915,18
31-maj-2017 08:19:20.495,14.91892147,1435.25,6.5,5.09803915,18
31-maj-2017 08:19:20.597,14.91892147,1428.75,6.5,5.09803915,18
31-maj-2017 08:19:20.697,14.91892147,1428.75,6.5,5.09803915,18
31-maj-2017 08:19:20.797,14.91892147,1428.75,6.5,5.09803915,16.5
31-maj-2017 08:19:20.899,14.91892147,1428.75,6.5,3.13725495,16.5
31-maj-2017 08:19:20.997,14.91892147,1428.75,6.5,3.13725495,16.5
31-maj-2017 08:19:21.096,14.91892147,1428.75,6.5,3.13725495,16.5
31-maj-2017 08:19:21.196,14.91892147,1428.75,6.5,3.13725495,16.5
31-maj-2017 08:19:21.297,13.47619629,1428.75,6.5,3.13725495,16.5
31-maj-2017 08:19:21.396,13.47619629,1428.75,5,3.13725495,16.5
31-maj-2017 08:19:21.496,13.47619629,1428.75,5,3.13725495,16.5
31-maj-2017 08:19:21.596,13.47619629,1333.25,5,3.13725495,16.5
31-maj-2017 08:19:21.697,13.47619629,1333.25,5,3.13725495,5
31-maj-2017 08:19:21.797,13.47619629,1333.25,5,3.13725495,5
31-maj-2017 08:19:21.899,13.47619629,1333.25,5,2.35294127,5
31-maj-2017 08:19:21.995,13.47619629,1333.25,5,2.35294127,5
31-maj-2017 08:19:22.097,13.47619629,1333.25,5,2.35294127,5
31-maj-2017 08:19:22.197,14.00017071,1333.25,5,2.35294127,5
31-maj-2017 08:19:22.296,14.00017071,1333.25,5,2.35294127,5
31-maj-2017 08:19:22.396,14.00017071,1333.25,4.25,2.35294127,5
31-maj-2017 08:19:22.496,14.00017071,1175.75,4.25,2.35294127,5
31-maj-2017 08:19:22.597,14.00017071,1175.75,4.25,2.35294127,5
31-maj-2017 08:19:22.697,14.00017071,1175.75,4.25,2.35294127,14
31-maj-2017 08:19:22.796,14.00017071,1175.75,4.25,2.74509811,14
31-maj-2017 08:19:22.896,14.00017071,1175.75,4.25,2.74509811,14
31-maj-2017 08:19:22.998,14.00017071,1175.75,4.25,2.74509811,14
31-maj-2017 08:19:23.098,14.00017071,1175.75,4.25,2.74509811,14
31-maj-2017 08:19:23.197,15.46801758,1175.75,4.25,2.74509811,14
31-maj-2017 08:19:23.297,15.46801758,1175.75,4,2.74509811,14
31-maj-2017 08:19:23.397,15.46801758,1175.75,4,2.74509811,14
31-maj-2017 08:19:23.496,15.46801758,871.25,4,2.74509811,14
31-maj-2017 08:19:23.595,15.46801758,871.25,4,2.74509811,9
31-maj-2017 08:19:23.698,15.46801758,871.25,4,2.74509811,9
31-maj-2017 08:19:23.797,15.46801758,871.25,4,2.35294127,9
31-maj-2017 08:19:23.898,15.46801758,871.25,4,2.35294127,9
31-maj-2017 08:19:23.995,15.46801758,871.25,4,2.35294127,9
31-maj-2017 08:19:24.097,14.99428654,871.25,4,2.35294127,9
31-maj-2017 08:19:24.197,14.99428654,871.25,4,2.35294127,9
31-maj-2017 08:19:24.297,14.99428654,871.25,4.5,2.35294127,9
31-maj-2017 08:19:24.396,14.99428654,810.75,4.5,2.35294127,9
31-maj-2017 08:19:24.495,14.99428654,810.75,4.5,2.35294127,9
31-maj-2017 08:19:24.595,14.99428654,810.75,4.5,2.35294127,7.5
31-maj-2017 08:19:24.696,14.99428654,810.75,4.5,2.74509811,7.5
31-maj-2017 08:19:24.796,14.99428654,810.75,4.5,2.74509811,7.5
31-maj-2017 08:19:24.895,14.99428654,810.75,4.5,2.74509811,7.5
31-maj-2017 08:19:24.998,14.99428654,810.75,4.5,2.74509811,7.5
31-maj-2017 08:19:25.096,16.02429199,810.75,4.5,2.74509811,7.5
31-maj-2017 08:19:25.196,16.02429199,810.75,4,2.74509811,7.5
31-maj-2017 08:19:25.298,16.02429199,810.75,4,2.74509811,7.5
31-maj-2017 08:19:25.397,16.02429199,1218,4,2.74509811,7.5
31-maj-2017 08:19:25.495,16.02429199,1218,4,2.74509811,16.5
31-maj-2017 08:19:25.598,16.02429199,1218,4,2.74509811,16.5
31-maj-2017 08:19:25.698,16.02429199,1218,4,5.49019623,16.5
31-maj-2017 08:19:25.796,16.02429199,1218,4,5.49019623,16.5
31-maj-2017 08:19:25.898,16.02429199,1218,4,5.49019623,16.5
31-maj-2017 08:19:25.997,15.37470722,1218,4,5.49019623,16.5
31-maj-2017 08:19:26.096,15.37470722,1218,4,5.49019623,16.5
31-maj-2017 08:19:26.196,15.37470722,1218,7.75,5.49019623,16.5
31-maj-2017 08:19:26.296,15.37470722,1270.25,7.75,5.49019623,16.5
31-maj-2017 08:19:26.396,15.37470722,1270.25,7.75,5.49019623,16.5
31-maj-2017 08:19:26.495,15.37470722,1270.25,7.75,5.49019623,12
31-maj-2017 08:19:26.596,15.37470722,1270.25,7.75,5.49019623,12
31-maj-2017 08:19:26.698,15.37470722,1270.25,7.75,5.49019623,12
31-maj-2017 08:19:26.797,15.37470722,1270.25,7.75,5.49019623,12
31-maj-2017 08:19:26.899,15.37470722,1270.25,7.75,5.49019623,12
31-maj-2017 08:19:26.996,14.66052151,1270.25,7.75,5.49019623,12
31-maj-2017 08:19:27.097,14.66052151,1270.25,8.5,5.49019623,12
31-maj-2017 08:19:27.197,14.66052151,1270.25,8.5,5.49019623,12
31-maj-2017 08:19:27.300,14.66052151,1323,8.5,5.49019623,12
31-maj-2017 08:19:27.396,14.66052151,1323,8.5,5.49019623,16.5
31-maj-2017 08:19:27.495,14.66052151,1323,8.5,5.49019623,16.5
31-maj-2017 08:19:27.597,14.66052151,1323,8.5,6.27450991,16.5
31-maj-2017 08:19:27.701,14.66052151,1323,8.5,6.27450991,16.5
31-maj-2017 08:19:27.796,14.66052151,1323,8.5,6.27450991,16.5
31-maj-2017 08:19:27.896,14.86867619,1323,8.5,6.27450991,16.5
31-maj-2017 08:19:27.997,14.86867619,1323,8.5,6.27450991,16.5
31-maj-2017 08:19:28.097,14.86867619,1323,9.25,6.27450991,16.5
31-maj-2017 08:19:28.196,14.86867619,1505,9.25,6.27450991,16.5
31-maj-2017 08:19:28.298,14.86867619,1505,9.25,6.27450991,16.5
31-maj-2017 08:19:28.397,14.86867619,1505,9.25,6.27450991,18.5
31-maj-2017 08:19:28.495,14.86867619,1505,9.25,6.27450991,18.5
31-maj-2017 08:19:28.596,14.86867619,1505,9.25,5.88235283,18.5
31-maj-2017 08:19:28.697,14.86867619,1505,9.25,5.88235283,18.5
31-maj-2017 08:19:28.796,14.86867619,1505,9.25,5.88235283,18.5
31-maj-2017 08:19:28.898,13.42954063,1505,9.25,5.88235283,18.5
31-maj-2017 08:19:28.998,13.42954063,1505,8.5,5.88235283,18.5
31-maj-2017 08:19:29.098,13.42954063,1505,8.5,5.88235283,18.5
31-maj-2017 08:19:29.198,13.42954063,1477.25,8.5,5.88235283,18.5
31-maj-2017 08:19:29.297,13.42954063,1477.25,8.5,5.88235283,18.5
31-maj-2017 08:19:29.397,13.42954063,1477.25,8.5,5.88235283,8
31-maj-2017 08:19:29.496,13.42954063,1477.25,8.5,4.31372547,8
31-maj-2017 08:19:29.596,13.42954063,1477.25,8.5,4.31372547,8
31-maj-2017 08:19:29.698,13.42954063,1477.25,8.5,4.31372547,8
31-maj-2017 08:19:29.797,13.42954063,1477.25,8.5,4.31372547,8
31-maj-2017 08:19:29.896,14.91892147,1477.25,8.5,4.31372547,8
31-maj-2017 08:19:29.996,14.91892147,1477.25,4.75,4.31372547,8
31-maj-2017 08:19:30.097,14.91892147,1477.25,4.75,4.31372547,8
31-maj-2017 08:19:30.198,14.91892147,1090.75,4.75,4.31372547,8
31-maj-2017 08:19:30.296,14.91892147,1090.75,4.75,4.31372547,9.5
31-maj-2017 08:19:30.396,14.91892147,1090.75,4.75,4.31372547,9.5
31-maj-2017 08:19:30.495,14.91892147,1090.75,4.75,3.13725495,9.5
31-maj-2017 08:19:30.595,14.91892147,1090.75,4.75,3.13725495,9.5
31-maj-2017 08:19:30.697,14.91892147,1090.75,4.75,3.13725495,9.5
31-maj-2017 08:19:30.798,14.86867619,1090.75,4.75,3.13725495,9.5
31-maj-2017 08:19:30.898,14.86867619,1090.75,4.75,3.13725495,9.5
31-maj-2017 08:19:30.997,14.86867619,1090.75,4.25,3.13725495,9.5
31-maj-2017 08:19:31.097,14.86867619,887,4.25,3.13725495,9.5
31-maj-2017 08:19:31.199,14.86867619,887,4.25,3.13725495,9.5
31-maj-2017 08:19:31.296,14.86867619,887,4.25,3.13725495,6.5
31-maj-2017 08:19:31.396,14.86867619,887,4.25,2.35294127,6.5
31-maj-2017 08:19:31.495,14.86867619,887,4.25,2.35294127,6.5
31-maj-2017 08:19:31.597,14.86867619,887,4.25,2.35294127,6.5
31-maj-2017 08:19:31.698,14.86867619,887,4.25,2.35294127,6.5
31-maj-2017 08:19:31.798,14.84714413,887,4.25,2.35294127,6.5
31-maj-2017 08:19:31.898,14.84714413,887,4,2.35294127,6.5
31-maj-2017 08:19:31.998,14.84714413,887,4,2.35294127,6.5
31-maj-2017 08:19:32.097,14.84714413,823.5,4,2.35294127,6.5
31-maj-2017 08:19:32.197,14.84714413,823.5,4,2.35294127,6.5
31-maj-2017 08:19:32.296,14.84714413,823.5,4,2.35294127,9
31-maj-2017 08:19:32.395,14.84714413,823.5,4,2.74509811,9
31-maj-2017 08:19:32.496,14.84714413,823.5,4,2.74509811,9
31-maj-2017 08:19:32.599,14.84714413,823.5,4,2.74509811,9
31-maj-2017 08:19:32.698,15.73000526,823.5,4,2.74509811,9
31-maj-2017 08:19:32.797,15.73000526,823.5,4,2.74509811,9
31-maj-2017 08:19:32.896,15.73000526,823.5,4.5,2.74509811,9
31-maj-2017 08:19:32.996,15.73000526,823.5,4.5,2.74509811,9
31-maj-2017 08:19:33.096,15.73000526,821.5,4.5,2.74509811,9
31-maj-2017 08:19:33.197,15.73000526,821.5,4.5,2.74509811,1.5
31-maj-2017 08:19:33.297,15.73000526,821.5,4.5,2.74509811,1.5
31-maj-2017 08:19:33.395,15.73000526,821.5,4.5,3.13725495,1.5
31-maj-2017 08:19:33.496,15.73000526,821.5,4.5,3.13725495,1.5
31-maj-2017 08:19:33.597,15.73000526,821.5,4.5,3.13725495,1.5
31-maj-2017 08:19:33.697,15.50031757,821.5,4.5,3.13725495,1.5
31-maj-2017 08:19:33.798,15.50031757,821.5,4.5,3.13725495,1.5
31-maj-2017 08:19:33.898,15.50031757,821.5,7,3.13725495,1.5
31-maj-2017 08:19:33.996,15.50031757,979.5,7,3.13725495,1.5
31-maj-2017 08:19:34.096,15.50031757,979.5,7,3.13725495,1.5
31-maj-2017 08:19:34.197,15.50031757,979.5,7,3.13725495,13.5
31-maj-2017 08:19:34.297,15.50031757,979.5,7,3.13725495,13.5
31-maj-2017 08:19:34.397,15.50031757,979.5,7,12.54901981,13.5
31-maj-2017 08:19:34.495,15.50031757,979.5,7,12.54901981,13.5
31-maj-2017 08:19:34.597,15.50031757,979.5,7,12.54901981,13.5
31-maj-2017 08:19:34.696,16.87485313,979.5,7,12.54901981,13.5
31-maj-2017 08:19:34.796,16.87485313,979.5,15,12.54901981,13.5
31-maj-2017 08:19:34.896,16.87485313,979.5,15,12.54901981,13.5
31-maj-2017 08:19:34.995,16.87485313,1174.75,15,12.54901981,13.5
31-maj-2017 08:19:35.096,16.87485313,1174.75,15,12.54901981,12
31-maj-2017 08:19:35.197,16.87485313,1174.75,15,12.54901981,12
31-maj-2017 08:19:35.296,16.87485313,1174.75,15,14.50980377,12
31-maj-2017 08:19:35.396,16.87485313,1174.75,15,14.50980377,12
31-maj-2017 08:19:35.495,16.87485313,1174.75,15,14.50980377,12
31-maj-2017 08:19:35.598,13.24291992,1174.75,15,14.50980377,12
31-maj-2017 08:19:35.697,13.24291992,1174.75,15,14.50980377,12
31-maj-2017 08:19:35.798,13.24291992,1174.75,16.25,14.50980377,12
31-maj-2017 08:19:35.898,13.24291992,1174.75,16.25,14.50980377,12
31-maj-2017 08:19:35.997,13.24291992,1199.75,16.25,14.50980377,12
31-maj-2017 08:19:36.098,13.24291992,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.198,13.24291992,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.298,13.24291992,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.396,13.24291992,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.496,13.24291992,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.596,13.30393028,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.698,13.30393028,1199.75,16.25,14.50980377,9
31-maj-2017 08:19:36.799,13.30393028,1199.75,19.75,14.50980377,9
31-maj-2017 08:19:36.898,13.30393028,1773.5,19.75,14.50980377,9
31-maj-2017 08:19:36.998,13.30393028,1773.5,19.75,14.50980377,9
31-maj-2017 08:19:37.102,13.30393028,1773.5,19.75,14.50980377,18.5
31-maj-2017 08:19:37.197,13.30393028,1773.5,19.75,13.72549057,18.5
31-maj-2017 08:19:37.297,13.30393028,1773.5,19.75,13.72549057,18.5
31-maj-2017 08:19:37.396,13.30393028,1773.5,19.75,13.72549057,18.5
31-maj-2017 08:19:37.495,13.30393028,1773.5,19.75,13.72549057,18.5
31-maj-2017 08:19:37.597,14.86867619,1773.5,19.75,13.72549057,18.5
31-maj-2017 08:19:37.696,14.86867619,1773.5,23.25,13.72549057,18.5
31-maj-2017 08:19:37.797,14.86867619,1773.5,23.25,13.72549057,18.5
31-maj-2017 08:19:37.899,14.86867619,2228,23.25,13.72549057,18.5
31-maj-2017 08:19:37.997,14.86867619,2228,23.25,13.72549057,21
31-maj-2017 08:19:38.096,14.86867619,2228,23.25,13.72549057,21
31-maj-2017 08:19:38.196,14.86867619,2228,23.25,16.47058868,21
31-maj-2017 08:19:38.298,14.86867619,2228,23.25,16.47058868,21
31-maj-2017 08:19:38.399,14.86867619,2228,23.25,16.47058868,21
31-maj-2017 08:19:38.496,14.34829044,2228,23.25,16.47058868,21
31-maj-2017 08:19:38.596,14.34829044,2228,23.25,16.47058868,21
31-maj-2017 08:19:38.696,14.34829044,2228,22.5,16.47058868,21
31-maj-2017 08:19:38.795,14.34829044,2228,22.5,16.47058868,21
31-maj-2017 08:19:38.896,14.34829044,2557.25,22.5,16.47058868,21
31-maj-2017 08:19:38.997,14.34829044,2557.25,22.5,16.47058868,-3
31-maj-2017 08:19:39.097,14.34829044,2557.25,22.5,16.47058868,-3
31-maj-2017 08:19:39.197,14.34829044,2557.25,22.5,3.52941179,-3
31-maj-2017 08:19:39.297,14.34829044,2557.25,22.5,3.52941179,-3
31-maj-2017 08:19:39.396,14.34829044,2557.25,22.5,3.52941179,-3
31-maj-2017 08:19:39.496,11.02499962,2557.25,22.5,3.52941179,-3
31-maj-2017 08:19:39.596,11.02499962,2557.25,19,3.52941179,-3
31-maj-2017 08:19:39.698,11.02499962,2557.25,19,3.52941179,-3
31-maj-2017 08:19:39.795,11.02499962,1648.25,19,3.52941179,-3
31-maj-2017 08:19:39.898,11.02499962,1648.25,19,3.52941179,-3
31-maj-2017 08:19:39.997,11.02499962,1648.25,19,3.52941179,18.5
31-maj-2017 08:19:40.099,11.02499962,1648.25,19,16.86274529,18.5
31-maj-2017 08:19:40.195,11.02499962,1648.25,19,16.86274529,18.5
31-maj-2017 08:19:40.295,11.02499962,1648.25,19,16.86274529,18.5
31-maj-2017 08:19:40.396,14.40571213,1648.25,19,16.86274529,18.5
31-maj-2017 08:19:40.496,14.40571213,1648.25,19,16.86274529,18.5
31-maj-2017 08:19:40.595,14.40571213,1648.25,25.75,16.86274529,18.5
31-maj-2017 08:19:40.695,14.40571213,1648.25,25.75,16.86274529,18.5
31-maj-2017 08:19:40.798,14.40571213,1996.25,25.75,16.86274529,18.5
31-maj-2017 08:19:40.897,14.40571213,1996.25,25.75,16.86274529,18.5
31-maj-2017 08:19:40.998,14.40571213,1996.25,25.75,16.86274529,18.5
31-maj-2017 08:19:41.096,14.40571213,1996.25,25.75,16.86274529,18.5
31-maj-2017 08:19:41.198,14.40571213,1996.25,25.75,18.03921509,18.5
31-maj-2017 08:19:41.297,14.40571213,1996.25,25.75,18.03921509,18.5
31-maj-2017 08:19:41.396,14.40571213,1996.25,25.75,18.03921509,18.5
31-maj-2017 08:19:41.495,14.40571213,1996.25,25.75,18.03921509,18.5
31-maj-2017 08:19:41.598,14.5133791,1996.25,25.75,18.03921509,18.5
31-maj-2017 08:19:41.697,14.5133791,1996.25,31.75,18.03921509,18.5
31-maj-2017 08:19:41.798,14.5133791,1996.25,31.75,18.03921509,18.5
31-maj-2017 08:19:41.896,14.5133791,2365.75,31.75,18.03921509,18.5
31-maj-2017 08:19:41.996,14.5133791,2365.75,31.75,18.03921509,22.5
31-maj-2017 08:19:42.097,14.5133791,2365.75,31.75,18.03921509,22.5
31-maj-2017 08:19:42.196,14.5133791,2365.75,31.75,20,22.5
31-maj-2017 08:19:42.295,14.5133791,2365.75,31.75,20,22.5
31-maj-2017 08:19:42.395,14.5133791,2365.75,31.75,20,22.5
31-maj-2017 08:19:42.495,15.10913086,2365.75,31.75,20,22.5
31-maj-2017 08:19:42.595,15.10913086,2365.75,31.75,20,22.5
31-maj-2017 08:19:42.697,15.10913086,2365.75,37,20,22.5
31-maj-2017 08:19:42.798,15.10913086,2365.75,37,20,22.5
31-maj-2017 08:19:42.897,15.10913086,2695.25,37,20,22.5
31-maj-2017 08:19:42.998,15.10913086,2695.25,37,20,25.5
31-maj-2017 08:19:43.096,15.10913086,2695.25,37,20,25.5
31-maj-2017 08:19:43.196,15.10913086,2695.25,37,10.98039246,25.5
31-maj-2017 08:19:43.297,15.10913086,2695.25,37,10.98039246,25.5
31-maj-2017 08:19:43.398,15.10913086,2695.25,37,10.98039246,25.5
31-maj-2017 08:19:43.496,11.02499962,2695.25,37,10.98039246,25.5
31-maj-2017 08:19:43.596,11.02499962,2695.25,12.75,10.98039246,25.5
31-maj-2017 08:19:43.697,11.02499962,2695.25,12.75,10.98039246,25.5
31-maj-2017 08:19:43.797,11.02499962,2074.5,12.75,10.98039246,25.5
31-maj-2017 08:19:43.897,11.02499962,2074.5,12.75,10.98039246,25.5
31-maj-2017 08:19:43.997,11.02499962,2074.5,12.75,10.98039246,21
31-maj-2017 08:19:44.097,11.02499962,2074.5,12.75,10.58823586,21
31-maj-2017 08:19:44.197,11.02499962,2074.5,12.75,10.58823586,21
31-maj-2017 08:19:44.296,11.02499962,2074.5,12.75,10.58823586,21
31-maj-2017 08:19:44.396,15.76230431,2074.5,12.75,10.58823586,21
31-maj-2017 08:19:44.495,15.76230431,2074.5,12.75,10.58823586,21
31-maj-2017 08:19:44.595,15.76230431,2074.5,22.25,10.58823586,21
31-maj-2017 08:19:44.695,15.76230431,2074.5,22.25,10.58823586,21
31-maj-2017 08:19:44.797,15.76230431,1949,22.25,10.58823586,21
31-maj-2017 08:19:44.897,15.76230431,1949,22.25,10.58823586,19.5
31-maj-2017 08:19:44.997,15.76230431,1949,22.25,10.58823586,19.5
31-maj-2017 08:19:45.099,15.76230431,1949,22.25,16.86274529,19.5
31-maj-2017 08:19:45.197,15.76230431,1949,22.25,16.86274529,19.5
31-maj-2017 08:19:45.296,15.76230431,1949,22.25,16.86274529,19.5
31-maj-2017 08:19:45.396,13.68076229,1949,22.25,16.86274529,19.5
31-maj-2017 08:19:45.495,13.68076229,1949,27.75,16.86274529,19.5
31-maj-2017 08:19:45.595,13.68076229,1949,27.75,16.86274529,19.5
31-maj-2017 08:19:45.697,13.68076229,2086,27.75,16.86274529,19.5
31-maj-2017 08:19:45.796,13.68076229,2086,27.75,16.86274529,18.5
31-maj-2017 08:19:45.899,13.68076229,2086,27.75,16.86274529,18.5
31-maj-2017 08:19:45.995,13.68076229,2086,27.75,16.07843208,18.5
31-maj-2017 08:19:46.097,13.68076229,2086,27.75,16.07843208,18.5
31-maj-2017 08:19:46.196,13.68076229,2086,27.75,16.07843208,18.5
31-maj-2017 08:19:46.297,14.72871017,2086,27.75,16.07843208,18.5
31-maj-2017 08:19:46.397,14.72871017,2086,27.75,16.07843208,18.5
31-maj-2017 08:19:46.495,14.72871017,2086,27.25,16.07843208,18.5
31-maj-2017 08:19:46.595,14.72871017,2229,27.25,16.07843208,18.5
31-maj-2017 08:19:46.698,14.72871017,2229,27.25,16.07843208,18.5
31-maj-2017 08:19:46.797,14.72871017,2229,27.25,16.07843208,21
31-maj-2017 08:19:46.897,14.72871017,2229,27.25,17.25490189,21
31-maj-2017 08:19:46.997,14.72871017,2229,27.25,17.25490189,21
31-maj-2017 08:19:47.097,14.72871017,2229,27.25,17.25490189,21
31-maj-2017 08:19:47.198,14.72871017,2229,27.25,17.25490189,21
31-maj-2017 08:19:47.298,14.82202148,2229,27.25,17.25490189,21
31-maj-2017 08:19:47.396,14.82202148,2229,28.5,17.25490189,21
